# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
Frami Inc,,Michael Johnson,Frami Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,26/05/2014,Historic,,Lost,False,,Frami Inc,,dummy,515,Healthy,Frami Inc,New Business,License + hosting opp,Consulting opp (Long term),Opportunity 515,515,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,106421.987035983,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,106421.987035983,106421.987035983,,,,,,,106421.987035983,106421.987035983,+50.0%
,,Michael Johnson,Schmitt Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/10/2020,Historic,,Lost,False,,Schmitt Inc,,dummy,1594,Expected Churn,Schmitt Inc,New Business,License + hosting opp,Consulting opp (Short term),Opportunity 1594,1594,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,67882.155009518,67882.155009518,,,,,,,67882.155009518,67882.155009518,-50.0%
Schoen-Auer,,James Jackson,Schoen-Auer,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/10/2014,Historic,,Lost,False,,Schoen-Auer,,dummy,1251,Healthy,Schoen-Auer,New Business,License + hosting opp,Consulting opp (Short term),Opportunity 1251,1251,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,64472.319293877,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,64472.319293877,64472.319293877,,,,,,,64472.319293877,64472.319293877,+50.0%
,,Sarah Taylor,Batz Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/11/2017,Historic,,Lost,False,,Batz Group,,dummy,777,Expected Churn,Batz Group,New Business,License + hosting opp,Support plan + licenses,Opportunity 777,777,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2017,2017,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,31335.353495398,31335.353495398,,,,,,,31335.353495398,31335.353495398,-50.0%
Pouros-Metz,,Jessica White,Pouros-Metz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/05/2017,Historic,,Lost,False,,Pouros-Metz,,dummy,1429,Healthy,Pouros-Metz,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1429,1429,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,96364.032976880,False,1,,,,,,0,0,9,20,Opportunity,,,,,,,96364.032976880,96364.032976880,,,,,,,96364.032976880,96364.032976880,+50.0%
,,Ryan Thomas,Lowe-Boyle,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/12/2021,Historic,,Lost,False,,Lowe-Boyle,,dummy,793,Expected Churn,Lowe-Boyle,New Business,License opp,Consulting opp (Long term),Opportunity 793,793,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,149021.818814285,149021.818814285,,,,,,,149021.818814285,149021.818814285,-50.0%
,,Kevin Martinez,Kreiger LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/09/2021,Historic,,Lost,False,,Kreiger LLC,,dummy,1521,Expected Churn,Kreiger LLC,New Business,License opp,Consulting opp (Short term),Opportunity 1521,1521,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,3,20,Opportunity,,,,,,,96539.950819346,96539.950819346,,,,,,,96539.950819346,96539.950819346,-50.0%
Hansen LLC,,Amanda Anderson,Hansen LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,23/02/2015,Historic,,Lost,False,,Hansen LLC,,dummy,742,Healthy,Hansen LLC,New Business,License opp,Consulting opp (Short term),Opportunity 742,742,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,25419.935159250,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,25419.935159250,25419.935159250,,,,,,,25419.935159250,25419.935159250,+50.0%
,,Robert Harris,Wolf-Feil,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/01/2018,Historic,,Lost,False,,Wolf-Feil,,dummy,463,Expected Churn,Wolf-Feil,New Business,License opp,License + LT Consulting opp,Opportunity 463,463,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,118962.452717285,118962.452717285,,,,,,,118962.452717285,118962.452717285,-50.0%
,,Jane Smith,Stanton Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/03/2021,Historic,,Lost,False,,Stanton Inc,,dummy,1178,Expected Churn,Stanton Inc,New Business,License opp,License + LT Consulting opp,Opportunity 1178,1178,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,105593.567432111,105593.567432111,,,,,,,105593.567432111,105593.567432111,-50.0%
Torp LLC,,Kevin Martinez,Torp LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/11/2014,Historic,,Lost,False,,Torp LLC,,dummy,117,Healthy,Torp LLC,New Business,License opp,License + LT Consulting opp,Opportunity 117,117,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,32388.852037110,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,32388.852037110,32388.852037110,,,,,,,32388.852037110,32388.852037110,+50.0%
Mann LLC,,David Wilson,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,04/07/2023,Historic,,Lost,False,,Mann LLC,,dummy,205,Healthy,Mann LLC,New Business,License opp,License + ST Consulting opp,Opportunity 205,205,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,56242.405985538,True,1,56242.405985538,,,,,0,1,6,20,Opportunity,,,,,,56242.405985538,56242.405985538,56242.405985538,,,14060.601496385,,,,56242.405985538,56242.405985538,+50.0%
Spinka Inc,,James Jackson,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/10/2023,Historic,,Lost,False,,Spinka Inc,,dummy,752,Healthy,Spinka Inc,New Business,License opp,License + hosting opp,Opportunity 752,752,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,58872.071397228,True,1,58872.071397228,,,,,0,1,7,20,Opportunity,,,,,,58872.071397228,58872.071397228,58872.071397228,,,14718.017849307,,,,58872.071397228,58872.071397228,+50.0%
Pagac LLC,,Jane Smith,Pagac LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/06/2020,Historic,,Lost,False,,Pagac LLC,,dummy,432,Healthy,Pagac LLC,New Business,License opp,Support plan + licenses,Opportunity 432,432,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,131860.47601803,False,1,,,,,,0,0,7,20,Opportunity,,,,,,,131860.47601803,131860.47601803,,,,,,,131860.47601803,131860.47601803,+50.0%
,,Emily Brown,,False,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/02/2024,Historic,,Lost,False,,Haag-Jacobs,Hide,dummy,1626,Expected Churn,,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1626,1626,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2024,2024,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,59346.282882464,59346.282882464,,,,,,,59346.282882464,59346.282882464,-50.0%
,,Robert Harris,Kulas Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/05/2016,Historic,,Lost,False,,Kulas Inc,,dummy,308,Expected Churn,Kulas Inc,New Business,License opp,Consulting opp (Infrastructure),Opportunity 308,308,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,123484.167368962,123484.167368962,,,,,,,123484.167368962,123484.167368962,-50.0%
Hoeger LLC,,John Doe,Hoeger LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/02/2018,Historic,,Lost,False,,Hoeger LLC,,dummy,557,Healthy,Hoeger LLC,New Business,License opp,Consulting opp (Short term),Opportunity 557,557,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,110530.3896732,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,110530.3896732,110530.3896732,,,,,,,110530.3896732,110530.3896732,+50.0%
Lang Inc,,Jessica White,Lang Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/04/2016,Historic,,Lost,False,,Lang Inc,,dummy,98,Healthy,Lang Inc,New Business,License opp,License + ST Consulting opp,Opportunity 98,98,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,53856.113267563,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,53856.113267563,53856.113267563,,,,,,,53856.113267563,53856.113267563,+50.0%
,,Ryan Thomas,Boehm Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/06/2020,Historic,,Lost,False,,Boehm Group,,dummy,1603,Expected Churn,Boehm Group,New Business,License opp,License opp,Opportunity 1603,1603,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,56636.023283153,56636.023283153,,,,,,,56636.023283153,56636.023283153,-50.0%
,,Jessica White,Hyatt-Von,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,07/11/2021,Historic,,Lost,False,,Hyatt-Von,,dummy,522,Expected Churn,Hyatt-Von,New Business,License opp,Consulting opp (Long term),Opportunity 522,522,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,92546.924658247,92546.924658247,,,,,,,92546.924658247,92546.924658247,-50.0%
,,James Jackson,Hand Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/02/2015,Historic,,Lost,False,,Hand Group,,dummy,612,Expected Churn,Hand Group,New Business,License opp,Consulting opp (Long term),Opportunity 612,612,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,117613.852451931,117613.852451931,,,,,,,117613.852451931,117613.852451931,-50.0%
Ward LLC,,Robert Harris,Ward LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/06/2021,Historic,,Lost,False,,Ward LLC,,dummy,219,Healthy,Ward LLC,New Business,License opp,Consulting opp (Long term),Opportunity 219,219,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),True,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,83182.750941064,False,1,,,,,,0,0,8,20,Opportunity,,,,,,,83182.750941064,83182.750941064,,,,,,,83182.750941064,83182.750941064,+50.0%
Mraz Group,,Michael Johnson,Mraz Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/03/2017,Historic,,Lost,False,,Mraz Group,,dummy,874,Healthy,Mraz Group,New Business,License opp,License + LT Consulting opp,Opportunity 874,874,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,28779.718488066,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,28779.718488066,28779.718488066,,,,,,,28779.718488066,28779.718488066,+50.0%
Strosin LLC,,David Wilson,Strosin LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/06/2022,Historic,,Lost,False,,Strosin LLC,,dummy,1179,Healthy,Strosin LLC,New Business,License opp,License opp,Opportunity 1179,1179,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,27333.469136463,False,1,,,,27333.469136463,,0,0,2,20,Opportunity,,,27333.469136463,,,,27333.469136463,27333.469136463,,,,,,,27333.469136463,27333.469136463,+50.0%
Mante Inc,,Jane Smith,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/01/2023,Historic,,Lost,False,,Mante Inc,,dummy,382,Healthy,Mante Inc,New Business,License opp,Consulting opp (Long term),Opportunity 382,382,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,12801.632718835,True,1,12801.632718835,,,,,0,1,1,20,Opportunity,,,,,,12801.632718835,12801.632718835,12801.632718835,,,3200.408179709,,,,12801.632718835,12801.632718835,+50.0%
Hammes Group,,Ryan Thomas,Hammes Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/07/2018,Historic,,Lost,False,,Hammes Group,,dummy,1757,Healthy,Hammes Group,New Business,License opp,Consulting opp (Short term),Opportunity 1757,1757,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,55740.883735879,False,1,,,,,,0,0,9,20,Opportunity,,,,,,,55740.883735879,55740.883735879,,,,,,,55740.883735879,55740.883735879,+50.0%
Mueller-Huel,,David Wilson,Mueller-Huel,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/10/2017,Historic,,Lost,False,,Mueller-Huel,,dummy,1900,Healthy,Mueller-Huel,New Business,License opp,License + LT Consulting opp,Opportunity 1900,1900,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,86007.030246365,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,86007.030246365,86007.030246365,,,,,,,86007.030246365,86007.030246365,+50.0%
Quitzon Inc,,Ryan Thomas,Quitzon Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,12/10/2022,Historic,,Lost,False,,Quitzon Inc,,dummy,1130,Healthy,Quitzon Inc,New Business,License opp,License + ST Consulting opp,Opportunity 1130,1130,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,License + LT Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,134040.705315778,False,1,,,,134040.705315778,,0,0,4,20,Opportunity,,,134040.705315778,,,,134040.705315778,134040.705315778,,,,,,,134040.705315778,134040.705315778,+50.0%
,,Ryan Thomas,Howell LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/07/2014,Historic,,Lost,False,,Howell LLC,,dummy,714,Expected Churn,Howell LLC,New Business,License opp,License + hosting opp,Opportunity 714,714,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,5,20,Opportunity,,,,,,,41665.309525948,41665.309525948,,,,,,,41665.309525948,41665.309525948,-50.0%
,,James Jackson,Kemmer-Batz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,21/02/2018,Historic,,Lost,False,,Kemmer-Batz,,dummy,1192,Expected Churn,Kemmer-Batz,New Business,License opp,License opp,Opportunity 1192,1192,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + LT Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,112066.711623237,112066.711623237,,,,,,,112066.711623237,112066.711623237,-50.0%
,,Robert Harris,O'Hara LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/05/2022,Historic,,Lost,False,,O'Hara LLC,,dummy,728,Expected Churn,O'Hara LLC,New Business,License opp,Consulting opp (Infrastructure),Opportunity 728,728,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,True,License + ST Consulting opp,True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2022,2022,,False,0,,,,73705.133663887,,0,0,6,20,Opportunity,,,,,,,73705.133663887,73705.133663887,,,,,,,73705.133663887,73705.133663887,-50.0%
Huel-Hintz,,Emily Brown,Huel-Hintz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/06/2014,Historic,,Lost,False,,Huel-Hintz,,dummy,857,Healthy,Huel-Hintz,New Business,License opp,Consulting opp (Infrastructure),Opportunity 857,857,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2014,2014,103795.030492776,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,103795.030492776,103795.030492776,,,,,,,103795.030492776,103795.030492776,+50.0%
Lang Inc,,David Wilson,Lang Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,30/05/2017,Historic,,Lost,False,,Lang Inc,,dummy,110,Healthy,Lang Inc,New Business,License opp,Consulting opp (Short term),Opportunity 110,110,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,103938.857457586,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,103938.857457586,103938.857457586,,,,,,,103938.857457586,103938.857457586,+50.0%
Funk-Murazik,,Michael Johnson,Funk-Murazik,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/08/2020,Historic,,Lost,False,,Funk-Murazik,,dummy,1764,Healthy,Funk-Murazik,New Business,License opp,License + LT Consulting opp,Opportunity 1764,1764,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + ST Consulting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2020,2020,215043.649039811,False,1,,,,,,0,0,7,20,Opportunity,,,,,,,215043.649039811,215043.649039811,,,,,,,215043.649039811,215043.649039811,+50.0%
,,James Jackson,Tromp Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,24/02/2018,Historic,,Lost,False,,Tromp Group,,dummy,1539,Expected Churn,Tromp Group,New Business,License opp,License + ST Consulting opp,Opportunity 1539,1539,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,58011.244064665,58011.244064665,,,,,,,58011.244064665,58011.244064665,-50.0%
,,Jessica White,Reynolds Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/12/2016,Historic,,Lost,False,,Reynolds Inc,,dummy,1963,Expected Churn,Reynolds Inc,New Business,License opp,License + hosting opp,Opportunity 1963,1963,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + ST Consulting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,6,20,Opportunity,,,,,,,125888.139818769,125888.139818769,,,,,,,125888.139818769,125888.139818769,-50.0%
,,James Jackson,Brekke LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,27/11/2021,Historic,,Lost,False,,Brekke LLC,,dummy,701,Expected Churn,Brekke LLC,New Business,License opp,Consulting opp (Short term),Opportunity 701,701,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,8,20,Opportunity,,,,,,,135162.023523627,135162.023523627,,,,,,,135162.023523627,135162.023523627,-50.0%
Nader Group,,Michael Johnson,Nader Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/08/2019,Historic,,Lost,False,,Nader Group,,dummy,1449,Healthy,Nader Group,New Business,License opp,License + hosting opp,Opportunity 1449,1449,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + hosting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,39190.259817799,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,39190.259817799,39190.259817799,,,,,,,39190.259817799,39190.259817799,+50.0%
,,David Wilson,Stokes-Metz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/01/2016,Historic,,Lost,False,,Stokes-Metz,,dummy,1373,Expected Churn,Stokes-Metz,New Business,License opp,License opp,Opportunity 1373,1373,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,22705.661063713,22705.661063713,,,,,,,22705.661063713,22705.661063713,-50.0%
Labadie Inc,,Jane Smith,Labadie Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/11/2016,Historic,,Lost,False,,Labadie Inc,,dummy,1328,Healthy,Labadie Inc,New Business,License opp,License opp,Opportunity 1328,1328,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + hosting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2016,2016,48359.276421452,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,48359.276421452,48359.276421452,,,,,,,48359.276421452,48359.276421452,+50.0%
,,Amanda Anderson,Fadel Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/08/2020,Historic,,Lost,False,,Fadel Inc,,dummy,452,Expected Churn,Fadel Inc,New Business,License opp,Support plan + licenses,Opportunity 452,452,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License + hosting opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,18476.001201551,18476.001201551,,,,,,,18476.001201551,18476.001201551,-50.0%
Wuckert Inc,,John Doe,Wuckert Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/11/2017,Historic,,Lost,False,,Wuckert Inc,,dummy,1509,Healthy,Wuckert Inc,New Business,License opp,Support plan + licenses,Opportunity 1509,1509,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License + hosting opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,67940.563626574,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,67940.563626574,67940.563626574,,,,,,,67940.563626574,67940.563626574,+50.0%
,,Daniel Martinez,Kemmer-Batz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,30/10/2016,Historic,,Lost,False,,Kemmer-Batz,,dummy,1189,Expected Churn,Kemmer-Batz,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1189,1189,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2016,2016,,False,0,,,,,,0,0,1,20,Opportunity,,,,,,,141429.791481412,141429.791481412,,,,,,,141429.791481412,141429.791481412,-50.0%
,,John Doe,Friesen LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/11/2020,Historic,,Lost,False,,Friesen LLC,,dummy,1416,Expected Churn,Friesen LLC,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1416,1416,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,3,20,Opportunity,,,,,,,75845.685823785,75845.685823785,,,,,,,75845.685823785,75845.685823785,-50.0%
